date,country,sector,MtCO2 per day
16/01/2022,United States,Power,4.5646
16/01/2022,United States,Residential,3.92676
17/01/2022,United States,Domestic Aviation,0.374425
17/01/2022,United States,Ground Transport,3.60046
17/01/2022,United States,Industry,2.7059
17/01/2022,United States,International Aviation,0.161466
17/01/2022,United States,Power,4.85027
17/01/2022,United States,Residential,3.18678
18/01/2022,United States,Domestic Aviation,0.423857
18/01/2022,United States,Ground Transport,4.46132
18/01/2022,United States,Industry,2.65374
18/01/2022,United States,International Aviation,0.154998
18/01/2022,United States,Power,4.75676
18/01/2022,United States,Residential,3.05796
19/01/2022,United States,Domestic Aviation,0.405828
19/01/2022,United States,Ground Transport,4.6856
19/01/2022,United States,Industry,2.45847
19/01/2022,United States,International Aviation,0.154708
19/01/2022,United States,Power,4.40674
19/01/2022,United States,Residential,2.88748
20/01/2022,United States,Domestic Aviation,0.429204
20/01/2022,United States,Ground Transport,4.72824
20/01/2022,United States,Industry,2.37682
20/01/2022,United States,International Aviation,0.140773
20/01/2022,United States,Power,4.26039
20/01/2022,United States,Residential,3.5407
21/01/2022,United States,Domestic Aviation,0.441931
21/01/2022,United States,Ground Transport,4.73954
21/01/2022,United States,Industry,2.9452
21/01/2022,United States,International Aviation,0.16251
21/01/2022,United States,Power,5.27921
21/01/2022,United States,Residential,4.29936
22/01/2022,United States,Domestic Aviation,0.386257
22/01/2022,United States,Ground Transport,3.60023
22/01/2022,United States,Industry,3.07457
22/01/2022,United States,International Aviation,0.165161
22/01/2022,United States,Power,5.51109
22/01/2022,United States,Residential,4.06266
23/01/2022,United States,Domestic Aviation,0.368913
23/01/2022,United States,Ground Transport,3.77738
23/01/2022,United States,Industry,2.88189
23/01/2022,United States,International Aviation,0.160531
23/01/2022,United States,Power,5.16571
23/01/2022,United States,Residential,3.71533
24/01/2022,United States,Domestic Aviation,0.405948
24/01/2022,United States,Ground Transport,3.60046
24/01/2022,United States,Industry,2.70491
24/01/2022,United States,International Aviation,0.159287
24/01/2022,United States,Power,4.84849
24/01/2022,United States,Residential,3.52408
25/01/2022,United States,Domestic Aviation,0.413876
25/01/2022,United States,Ground Transport,4.46132
25/01/2022,United States,Industry,2.69859
25/01/2022,United States,International Aviation,0.152565
25/01/2022,United States,Power,4.83715
25/01/2022,United States,Residential,3.48826
26/01/2022,United States,Domestic Aviation,0.414169
26/01/2022,United States,Ground Transport,4.6856
26/01/2022,United States,Industry,2.80964
26/01/2022,United States,International Aviation,0.145893
26/01/2022,United States,Power,5.03621
26/01/2022,United States,Residential,4.14109
27/01/2022,United States,Domestic Aviation,0.445055
27/01/2022,United States,Ground Transport,4.72824
27/01/2022,United States,Industry,2.94615
27/01/2022,United States,International Aviation,0.155129
27/01/2022,United States,Power,5.28091
27/01/2022,United States,Residential,3.88413
28/01/2022,United States,Domestic Aviation,0.445315
28/01/2022,United States,Ground Transport,4.73954
28/01/2022,United States,Industry,2.76195
28/01/2022,United States,International Aviation,0.159483
28/01/2022,United States,Power,4.95072
28/01/2022,United States,Residential,3.56239
29/01/2022,United States,Domestic Aviation,0.338961
29/01/2022,United States,Ground Transport,3.57872
29/01/2022,United States,Industry,2.85325
29/01/2022,United States,International Aviation,0.156679
29/01/2022,United States,Power,5.11439
29/01/2022,United States,Residential,4.08498
30/01/2022,United States,Domestic Aviation,0.339742
30/01/2022,United States,Ground Transport,3.77738
30/01/2022,United States,Industry,2.80488
30/01/2022,United States,International Aviation,0.132357
30/01/2022,United States,Power,5.02768
30/01/2022,United States,Residential,3.89336
31/01/2022,United States,Domestic Aviation,0.405208
31/01/2022,United States,Ground Transport,3.60046
31/01/2022,United States,Industry,2.73202
31/01/2022,United States,International Aviation,0.157564
31/01/2022,United States,Power,4.89708
31/01/2022,United States,Residential,3.48219
01/02/2022,United States,Domestic Aviation,0.403078
01/02/2022,United States,Ground Transport,4.64737
01/02/2022,United States,Industry,3.25059
01/02/2022,United States,International Aviation,0.14934
01/02/2022,United States,Power,4.66785
01/02/2022,United States,Residential,3.5256
02/02/2022,United States,Domestic Aviation,0.374589
02/02/2022,United States,Ground Transport,4.88101
02/02/2022,United States,Industry,2.88422
02/02/2022,United States,International Aviation,0.142188
02/02/2022,United States,Power,4.14175
02/02/2022,United States,Residential,3.56066
03/02/2022,United States,Domestic Aviation,0.342487
03/02/2022,United States,Ground Transport,4.92542
03/02/2022,United States,Industry,2.93317
03/02/2022,United States,International Aviation,0.144956
03/02/2022,United States,Power,4.21203
03/02/2022,United States,Residential,4.06928
04/02/2022,United States,Domestic Aviation,0.34292
04/02/2022,United States,Ground Transport,4.93719
04/02/2022,United States,Industry,3.20255
04/02/2022,United States,International Aviation,0.138229
04/02/2022,United States,Power,4.59886
04/02/2022,United States,Residential,4.31875
05/02/2022,United States,Domestic Aviation,0.351288
05/02/2022,United States,Ground Transport,3.64399
05/02/2022,United States,Industry,3.42046
05/02/2022,United States,International Aviation,0.155117
05/02/2022,United States,Power,4.91179
05/02/2022,United States,Residential,4.83378
06/02/2022,United States,Domestic Aviation,0.344427
06/02/2022,United States,Ground Transport,3.93491
06/02/2022,United States,Industry,3.09837
06/02/2022,United States,International Aviation,0.148822
06/02/2022,United States,Power,4.44926
06/02/2022,United States,Residential,4.51466
07/02/2022,United States,Domestic Aviation,0.388983
07/02/2022,United States,Ground Transport,3.75061
07/02/2022,United States,Industry,3.02622
07/02/2022,United States,International Aviation,0.148496
07/02/2022,United States,Power,4.34566
07/02/2022,United States,Residential,3.93717
08/02/2022,United States,Domestic Aviation,0.41066
08/02/2022,United States,Ground Transport,4.64737
08/02/2022,United States,Industry,3.29272
08/02/2022,United States,International Aviation,0.139896
08/02/2022,United States,Power,4.72835
08/02/2022,United States,Residential,3.58834
09/02/2022,United States,Domestic Aviation,0.408189
09/02/2022,United States,Ground Transport,4.88101
09/02/2022,United States,Industry,2.98498
09/02/2022,United States,International Aviation,0.134894
09/02/2022,United States,Power,4.28644
09/02/2022,United States,Residential,3.06069
10/02/2022,United States,Domestic Aviation,0.430356
10/02/2022,United States,Ground Transport,4.92542
10/02/2022,United States,Industry,2.88239
10/02/2022,United States,International Aviation,0.150891
10/02/2022,United States,Power,4.13912
10/02/2022,United States,Residential,2.81171
11/02/2022,United States,Domestic Aviation,0.443038
11/02/2022,United States,Ground Transport,4.93719
11/02/2022,United States,Industry,2.74518
11/02/2022,United States,International Aviation,0.146687
11/02/2022,United States,Power,3.94209
11/02/2022,United States,Residential,2.52883
12/02/2022,United States,Domestic Aviation,0.396007
12/02/2022,United States,Ground Transport,3.6199
12/02/2022,United States,Industry,2.32593
12/02/2022,United States,International Aviation,0.15637
12/02/2022,United States,Power,3.34004
12/02/2022,United States,Residential,2.90151
13/02/2022,United States,Domestic Aviation,0.356543
13/02/2022,United States,Ground Transport,3.93491
13/02/2022,United States,Industry,2.71043
13/02/2022,United States,International Aviation,0.151897
13/02/2022,United States,Power,3.89218
13/02/2022,United States,Residential,3.9253
14/02/2022,United States,Domestic Aviation,0.394572
14/02/2022,United States,Ground Transport,3.75061
14/02/2022,United States,Industry,2.97608
14/02/2022,United States,International Aviation,0.150059
14/02/2022,United States,Power,4.27366
14/02/2022,United States,Residential,4.2431
15/02/2022,United States,Domestic Aviation,0.425038
15/02/2022,United States,Ground Transport,4.64737
15/02/2022,United States,Industry,3.17317
15/02/2022,United States,International Aviation,0.144224
15/02/2022,United States,Power,4.55667
15/02/2022,United States,Residential,3.86274
16/02/2022,United States,Domestic Aviation,0.412091
16/02/2022,United States,Ground Transport,4.88101
16/02/2022,United States,Industry,2.74237
16/02/2022,United States,International Aviation,0.14486
16/02/2022,United States,Power,3.93804
16/02/2022,United States,Residential,2.68145
17/02/2022,United States,Domestic Aviation,0.426605
17/02/2022,United States,Ground Transport,4.92542
17/02/2022,United States,Industry,2.37667
17/02/2022,United States,International Aviation,0.15626
17/02/2022,United States,Power,3.4129
17/02/2022,United States,Residential,2.24415
18/02/2022,United States,Domestic Aviation,0.445136
18/02/2022,United States,Ground Transport,4.93719
18/02/2022,United States,Industry,2.61997
18/02/2022,United States,International Aviation,0.149092
18/02/2022,United States,Power,3.76227
18/02/2022,United States,Residential,3.36643
19/02/2022,United States,Domestic Aviation,0.413441
19/02/2022,United States,Ground Transport,3.67775
19/02/2022,United States,Industry,2.81309
19/02/2022,United States,International Aviation,0.163885
19/02/2022,United States,Power,4.0396
19/02/2022,United States,Residential,3.93718
20/02/2022,United States,Domestic Aviation,0.375542
20/02/2022,United States,Ground Transport,3.93491
20/02/2022,United States,Industry,2.63078
20/02/2022,United States,International Aviation,0.154711
20/02/2022,United States,Power,3.77779
20/02/2022,United States,Residential,3.45728
21/02/2022,United States,Domestic Aviation,0.400415
21/02/2022,United States,Ground Transport,3.75061
21/02/2022,United States,Industry,2.29755
21/02/2022,United States,International Aviation,0.157357
21/02/2022,United States,Power,3.29928
21/02/2022,United States,Residential,2.50475
22/02/2022,United States,Domestic Aviation,0.422728
22/02/2022,United States,Ground Transport,4.64737
22/02/2022,United States,Industry,2.37515
22/02/2022,United States,International Aviation,0.148281
22/02/2022,United States,Power,3.41071
22/02/2022,United States,Residential,2.50103
23/02/2022,United States,Domestic Aviation,0.413302
23/02/2022,United States,Ground Transport,4.88101
23/02/2022,United States,Industry,2.5742
23/02/2022,United States,International Aviation,0.142337
23/02/2022,United States,Power,3.69655
23/02/2022,United States,Residential,3.25543
24/02/2022,United States,Domestic Aviation,0.413848
24/02/2022,United States,Ground Transport,4.92542
24/02/2022,United States,Industry,3.18419
24/02/2022,United States,International Aviation,0.155636
24/02/2022,United States,Power,4.5725
24/02/2022,United States,Residential,4.29774
25/02/2022,United States,Domestic Aviation,0.423999
25/02/2022,United States,Ground Transport,4.93719
25/02/2022,United States,Industry,3.4638
25/02/2022,United States,International Aviation,0.152715
25/02/2022,United States,Power,4.97401
25/02/2022,United States,Residential,4.1883
26/02/2022,United States,Domestic Aviation,0.412685
26/02/2022,United States,Ground Transport,3.74225
26/02/2022,United States,Industry,3.39025
26/02/2022,United States,International Aviation,0.166345
26/02/2022,United States,Power,4.8684
26/02/2022,United States,Residential,4.26762
27/02/2022,United States,Domestic Aviation,0.387319
27/02/2022,United States,Ground Transport,3.93491
27/02/2022,United States,Industry,3.04621
27/02/2022,United States,International Aviation,0.155485
27/02/2022,United States,Power,4.37436
27/02/2022,United States,Residential,3.5405
28/02/2022,United States,Domestic Aviation,0.418103
28/02/2022,United States,Ground Transport,3.75061
28/02/2022,United States,Industry,2.82182
28/02/2022,United States,International Aviation,0.15969
28/02/2022,United States,Power,4.05214
28/02/2022,United States,Residential,3.17384
01/03/2022,United States,Domestic Aviation,0.431141
01/03/2022,United States,Ground Transport,4.65743
01/03/2022,United States,Industry,3.16752
01/03/2022,United States,International Aviation,0.152022
01/03/2022,United States,Power,4.0942
01/03/2022,United States,Residential,2.91394
02/03/2022,United States,Domestic Aviation,0.429667
02/03/2022,United States,Ground Transport,4.89157
02/03/2022,United States,Industry,3.14686
02/03/2022,United States,International Aviation,0.147574
02/03/2022,United States,Power,4.06749
02/03/2022,United States,Residential,2.3472
03/03/2022,United States,Domestic Aviation,0.446179
03/03/2022,United States,Ground Transport,4.93608
03/03/2022,United States,Industry,2.92648
03/03/2022,United States,International Aviation,0.15711
03/03/2022,United States,Power,3.78264
03/03/2022,United States,Residential,2.54835
04/03/2022,United States,Domestic Aviation,0.451903
04/03/2022,United States,Ground Transport,4.94788
04/03/2022,United States,Industry,2.90757
04/03/2022,United States,International Aviation,0.162073
04/03/2022,United States,Power,3.7582
04/03/2022,United States,Residential,3.18891
05/03/2022,United States,Domestic Aviation,0.399698
05/03/2022,United States,Ground Transport,3.75706
05/03/2022,United States,Industry,2.55828
05/03/2022,United States,International Aviation,0.164585
05/03/2022,United States,Power,3.30672
05/03/2022,United States,Residential,2.51143
06/03/2022,United States,Domestic Aviation,0.375329
06/03/2022,United States,Ground Transport,3.94343
06/03/2022,United States,Industry,2.27133
06/03/2022,United States,International Aviation,0.159263
06/03/2022,United States,Power,2.93582
06/03/2022,United States,Residential,2.01477
07/03/2022,United States,Domestic Aviation,0.406233
07/03/2022,United States,Ground Transport,3.75873
07/03/2022,United States,Industry,2.36322
07/03/2022,United States,International Aviation,0.166376
07/03/2022,United States,Power,3.0546
07/03/2022,United States,Residential,2.4739
08/03/2022,United States,Domestic Aviation,0.428082
08/03/2022,United States,Ground Transport,4.65743
08/03/2022,United States,Industry,2.90203
08/03/2022,United States,International Aviation,0.156475
08/03/2022,United States,Power,3.75104
08/03/2022,United States,Residential,3.45543
09/03/2022,United States,Domestic Aviation,0.418844
09/03/2022,United States,Ground Transport,4.89157
09/03/2022,United States,Industry,3.14496
09/03/2022,United States,International Aviation,0.152576
09/03/2022,United States,Power,4.06504
09/03/2022,United States,Residential,3.68063
10/03/2022,United States,Domestic Aviation,0.43768
10/03/2022,United States,Ground Transport,4.93608
10/03/2022,United States,Industry,3.09992
10/03/2022,United States,International Aviation,0.16133
10/03/2022,United States,Power,4.00683
10/03/2022,United States,Residential,3.74006
11/03/2022,United States,Domestic Aviation,0.450448
11/03/2022,United States,Ground Transport,4.94788
11/03/2022,United States,Industry,3.02008
11/03/2022,United States,International Aviation,0.162998
11/03/2022,United States,Power,3.90363
11/03/2022,United States,Residential,3.73643
12/03/2022,United States,Domestic Aviation,0.396112
12/03/2022,United States,Ground Transport,3.72514
12/03/2022,United States,Industry,3.03368
12/03/2022,United States,International Aviation,0.168352
12/03/2022,United States,Power,3.92121
12/03/2022,United States,Residential,4.41579
13/03/2022,United States,Domestic Aviation,0.412241
13/03/2022,United States,Ground Transport,3.94343
13/03/2022,United States,Industry,3.05735
13/03/2022,United States,International Aviation,0.167283
13/03/2022,United States,Power,3.9518
13/03/2022,United States,Residential,4.30236
14/03/2022,United States,Domestic Aviation,0.41888
14/03/2022,United States,Ground Transport,3.75873
14/03/2022,United States,Industry,2.77713
14/03/2022,United States,International Aviation,0.171232
14/03/2022,United States,Power,3.5896
14/03/2022,United States,Residential,2.71965
15/03/2022,United States,Domestic Aviation,0.438135
15/03/2022,United States,Ground Transport,4.65743
15/03/2022,United States,Industry,2.63361
15/03/2022,United States,International Aviation,0.155529
15/03/2022,United States,Power,3.40409
15/03/2022,United States,Residential,2.00284
16/03/2022,United States,Domestic Aviation,0.431625
16/03/2022,United States,Ground Transport,4.89157
16/03/2022,United States,Industry,2.703
16/03/2022,United States,International Aviation,0.156106
16/03/2022,United States,Power,3.49378
16/03/2022,United States,Residential,1.67601
17/03/2022,United States,Domestic Aviation,0.442382
17/03/2022,United States,Ground Transport,4.93608
17/03/2022,United States,Industry,2.38961
17/03/2022,United States,International Aviation,0.163513
17/03/2022,United States,Power,3.08871
17/03/2022,United States,Residential,1.4774
18/03/2022,United States,Domestic Aviation,0.446788
18/03/2022,United States,Ground Transport,4.94788
18/03/2022,United States,Industry,2.42549
18/03/2022,United States,International Aviation,0.164
18/03/2022,United States,Power,3.13508
18/03/2022,United States,Residential,1.59231
19/03/2022,United States,Domestic Aviation,0.415392
19/03/2022,United States,Ground Transport,3.71623
19/03/2022,United States,Industry,2.4786
19/03/2022,United States,International Aviation,0.171532
19/03/2022,United States,Power,3.20373
19/03/2022,United States,Residential,1.73174
20/03/2022,United States,Domestic Aviation,0.408439
20/03/2022,United States,Ground Transport,3.94343
20/03/2022,United States,Industry,2.44177
20/03/2022,United States,International Aviation,0.166926
20/03/2022,United States,Power,3.15613
20/03/2022,United States,Residential,1.93153
21/03/2022,United States,Domestic Aviation,0.411068
21/03/2022,United States,Ground Transport,3.75873
21/03/2022,United States,Industry,2.09746
21/03/2022,United States,International Aviation,0.170319
21/03/2022,United States,Power,2.71109
21/03/2022,United States,Residential,1.70801
22/03/2022,United States,Domestic Aviation,0.431204
22/03/2022,United States,Ground Transport,4.65743
22/03/2022,United States,Industry,2.33127
22/03/2022,United States,International Aviation,0.156891
22/03/2022,United States,Power,3.0133
22/03/2022,United States,Residential,1.75115
23/03/2022,United States,Domestic Aviation,0.433037
23/03/2022,United States,Ground Transport,4.89157
23/03/2022,United States,Industry,2.31275
23/03/2022,United States,International Aviation,0.156319
23/03/2022,United States,Power,2.98936
23/03/2022,United States,Residential,2.00899
24/03/2022,United States,Domestic Aviation,0.442431
24/03/2022,United States,Ground Transport,4.93608
24/03/2022,United States,Industry,2.51368
24/03/2022,United States,International Aviation,0.163525
24/03/2022,United States,Power,3.24908
24/03/2022,United States,Residential,2.18379
25/03/2022,United States,Domestic Aviation,0.466082
25/03/2022,United States,Ground Transport,4.94788
25/03/2022,United States,Industry,2.72394
25/03/2022,United States,International Aviation,0.165372
25/03/2022,United States,Power,3.52085
25/03/2022,United States,Residential,2.12442
26/03/2022,United States,Domestic Aviation,0.414575
26/03/2022,United States,Ground Transport,3.74905
26/03/2022,United States,Industry,2.51964
26/03/2022,United States,International Aviation,0.171716
26/03/2022,United States,Power,3.25678
26/03/2022,United States,Residential,2.31161
27/03/2022,United States,Domestic Aviation,0.40021
27/03/2022,United States,Ground Transport,3.94343
27/03/2022,United States,Industry,2.4324
27/03/2022,United States,International Aviation,0.168844
27/03/2022,United States,Power,3.14402
27/03/2022,United States,Residential,2.85051
28/03/2022,United States,Domestic Aviation,0.41552
28/03/2022,United States,Ground Transport,3.75873
28/03/2022,United States,Industry,2.53786
28/03/2022,United States,International Aviation,0.179543
28/03/2022,United States,Power,3.28033
28/03/2022,United States,Residential,3.2612
29/03/2022,United States,Domestic Aviation,0.439885
29/03/2022,United States,Ground Transport,4.65743
29/03/2022,United States,Industry,2.76353
29/03/2022,United States,International Aviation,0.170761
29/03/2022,United States,Power,3.57201
29/03/2022,United States,Residential,3.06101
30/03/2022,United States,Domestic Aviation,0.422256
30/03/2022,United States,Ground Transport,4.89157
30/03/2022,United States,Industry,2.53767
30/03/2022,United States,International Aviation,0.168879
30/03/2022,United States,Power,3.28009
30/03/2022,United States,Residential,2.23513
31/03/2022,United States,Domestic Aviation,0.439833
31/03/2022,United States,Ground Transport,4.93608
31/03/2022,United States,Industry,2.47176
31/03/2022,United States,International Aviation,0.177177
31/03/2022,United States,Power,3.19489
31/03/2022,United States,Residential,1.85755
01/04/2022,United States,Domestic Aviation,0.444386
01/04/2022,United States,Ground Transport,4.82028
01/04/2022,United States,Industry,2.85604
01/04/2022,United States,International Aviation,0.173152
01/04/2022,United States,Power,3.49128
01/04/2022,United States,Residential,2.63609
02/04/2022,United States,Domestic Aviation,0.386473
02/04/2022,United States,Ground Transport,3.68607
02/04/2022,United States,Industry,2.75906
02/04/2022,United States,International Aviation,0.182162
02/04/2022,United States,Power,3.37273
02/04/2022,United States,Residential,2.80186
03/04/2022,United States,Domestic Aviation,0.373134
03/04/2022,United States,Ground Transport,3.84173
03/04/2022,United States,Industry,2.65401
03/04/2022,United States,International Aviation,0.175587
03/04/2022,United States,Power,3.24432
03/04/2022,United States,Residential,2.48482
04/04/2022,United States,Domestic Aviation,0.402133
04/04/2022,United States,Ground Transport,3.66179
04/04/2022,United States,Industry,2.47158
04/04/2022,United States,International Aviation,0.180152
04/04/2022,United States,Power,3.0213
04/04/2022,United States,Residential,2.39763
05/04/2022,United States,Domestic Aviation,0.42343
05/04/2022,United States,Ground Transport,4.53732
05/04/2022,United States,Industry,2.87196
05/04/2022,United States,International Aviation,0.168939
05/04/2022,United States,Power,3.51074
05/04/2022,United States,Residential,2.03268
06/04/2022,United States,Domestic Aviation,0.43306
06/04/2022,United States,Ground Transport,4.76542
06/04/2022,United States,Industry,2.7435
06/04/2022,United States,International Aviation,0.16754
06/04/2022,United States,Power,3.35371
06/04/2022,United States,Residential,1.7656
07/04/2022,United States,Domestic Aviation,0.433419
07/04/2022,United States,Ground Transport,4.80879
07/04/2022,United States,Industry,2.67229
07/04/2022,United States,International Aviation,0.179344
07/04/2022,United States,Power,3.26666
07/04/2022,United States,Residential,2.07674
08/04/2022,United States,Domestic Aviation,0.447647
08/04/2022,United States,Ground Transport,4.82028
08/04/2022,United States,Industry,2.70132
08/04/2022,United States,International Aviation,0.176644
08/04/2022,United States,Power,3.30214
08/04/2022,United States,Residential,2.43974
09/04/2022,United States,Domestic Aviation,0.400055
09/04/2022,United States,Ground Transport,3.68764
09/04/2022,United States,Industry,2.77666
09/04/2022,United States,International Aviation,0.186739
09/04/2022,United States,Power,3.39424
09/04/2022,United States,Residential,2.7214
10/04/2022,United States,Domestic Aviation,0.382891
10/04/2022,United States,Ground Transport,3.84173
10/04/2022,United States,Industry,2.51948
10/04/2022,United States,International Aviation,0.179997
10/04/2022,United States,Power,3.07986
10/04/2022,United States,Residential,2.42112
11/04/2022,United States,Domestic Aviation,0.411045
11/04/2022,United States,Ground Transport,3.66179
11/04/2022,United States,Industry,2.41802
11/04/2022,United States,International Aviation,0.181226
11/04/2022,United States,Power,2.95583
11/04/2022,United States,Residential,1.84405
12/04/2022,United States,Domestic Aviation,0.430201
12/04/2022,United States,Ground Transport,4.53732
12/04/2022,United States,Industry,2.85294
12/04/2022,United States,International Aviation,0.17256
12/04/2022,United States,Power,3.48749
12/04/2022,United States,Residential,1.50402
13/04/2022,United States,Domestic Aviation,0.430637
13/04/2022,United States,Ground Transport,4.76542
13/04/2022,United States,Industry,2.65251
13/04/2022,United States,International Aviation,0.166787
13/04/2022,United States,Power,3.24247
13/04/2022,United States,Residential,1.30967
14/04/2022,United States,Domestic Aviation,0.446572
14/04/2022,United States,Ground Transport,4.80879
14/04/2022,United States,Industry,2.8138
14/04/2022,United States,International Aviation,0.184841
14/04/2022,United States,Power,3.43964
14/04/2022,United States,Residential,1.77602
15/04/2022,United States,Domestic Aviation,0.452124
15/04/2022,United States,Ground Transport,4.82028
15/04/2022,United States,Industry,2.69896
15/04/2022,United States,International Aviation,0.180315
15/04/2022,United States,Power,3.29926
15/04/2022,United States,Residential,1.83488
16/04/2022,United States,Domestic Aviation,0.399979
16/04/2022,United States,Ground Transport,3.67668
16/04/2022,United States,Industry,2.59655
16/04/2022,United States,International Aviation,0.178973
16/04/2022,United States,Power,3.17407
16/04/2022,United States,Residential,1.80779
17/04/2022,United States,Domestic Aviation,0.375853
17/04/2022,United States,Ground Transport,3.84173
17/04/2022,United States,Industry,2.61114
17/04/2022,United States,International Aviation,0.177152
17/04/2022,United States,Power,3.19191
17/04/2022,United States,Residential,2.50736
18/04/2022,United States,Domestic Aviation,0.409094
18/04/2022,United States,Ground Transport,3.66179
18/04/2022,United States,Industry,2.69057
18/04/2022,United States,International Aviation,0.186105
18/04/2022,United States,Power,3.289
18/04/2022,United States,Residential,2.7852
19/04/2022,United States,Domestic Aviation,0.437907
19/04/2022,United States,Ground Transport,4.53732
19/04/2022,United States,Industry,2.9382
19/04/2022,United States,International Aviation,0.174359
19/04/2022,United States,Power,3.59172
19/04/2022,United States,Residential,2.79091
20/04/2022,United States,Domestic Aviation,0.439703
20/04/2022,United States,Ground Transport,4.76542
20/04/2022,United States,Industry,2.74361
20/04/2022,United States,International Aviation,0.167213
20/04/2022,United States,Power,3.35384
20/04/2022,United States,Residential,2.31543
21/04/2022,United States,Domestic Aviation,0.447901
21/04/2022,United States,Ground Transport,4.80879
21/04/2022,United States,Industry,2.75859
21/04/2022,United States,International Aviation,0.183435
21/04/2022,United States,Power,3.37215
21/04/2022,United States,Residential,1.48107
22/04/2022,United States,Domestic Aviation,0.453702
22/04/2022,United States,Ground Transport,4.82028
22/04/2022,United States,Industry,2.77997
22/04/2022,United States,International Aviation,0.180818
22/04/2022,United States,Power,3.39829
22/04/2022,United States,Residential,1.21191
23/04/2022,United States,Domestic Aviation,0.406479
23/04/2022,United States,Ground Transport,3.69591
23/04/2022,United States,Industry,2.62406
23/04/2022,United States,International Aviation,0.182437
23/04/2022,United States,Power,3.2077
23/04/2022,United States,Residential,0.973932
24/04/2022,United States,Domestic Aviation,0.387457
24/04/2022,United States,Ground Transport,3.84173
24/04/2022,United States,Industry,2.41922
24/04/2022,United States,International Aviation,0.180307
24/04/2022,United States,Power,2.9573
24/04/2022,United States,Residential,0.800324
25/04/2022,United States,Domestic Aviation,0.410571
25/04/2022,United States,Ground Transport,3.66179
25/04/2022,United States,Industry,2.57005
25/04/2022,United States,International Aviation,0.185948
25/04/2022,United States,Power,3.14167
25/04/2022,United States,Residential,1.19593
26/04/2022,United States,Domestic Aviation,0.433292
26/04/2022,United States,Ground Transport,4.53732
26/04/2022,United States,Industry,2.86491
26/04/2022,United States,International Aviation,0.175001
26/04/2022,United States,Power,3.50212
26/04/2022,United States,Residential,1.66375
27/04/2022,United States,Domestic Aviation,0.440291
27/04/2022,United States,Ground Transport,4.76542
27/04/2022,United States,Industry,2.87678
27/04/2022,United States,International Aviation,0.176721
27/04/2022,United States,Power,3.51663
27/04/2022,United States,Residential,1.96119
28/04/2022,United States,Domestic Aviation,0.450596
28/04/2022,United States,Ground Transport,4.80879
28/04/2022,United States,Industry,2.69192
28/04/2022,United States,International Aviation,0.18196
28/04/2022,United States,Power,3.29065
28/04/2022,United States,Residential,2.02699
29/04/2022,United States,Domestic Aviation,0.451853
29/04/2022,United States,Ground Transport,4.82028
29/04/2022,United States,Industry,2.68207
29/04/2022,United States,International Aviation,0.183537
29/04/2022,United States,Power,3.27861
29/04/2022,United States,Residential,1.56965
30/04/2022,United States,Domestic Aviation,0.40175
30/04/2022,United States,Ground Transport,3.74708
30/04/2022,United States,Industry,2.54452
30/04/2022,United States,International Aviation,0.184397
30/04/2022,United States,Power,3.11047
30/04/2022,United States,Residential,1.20316
01/05/2022,United States,Domestic Aviation,0.379133
01/05/2022,United States,Ground Transport,3.9208
01/05/2022,United States,Industry,2.20533
01/05/2022,United States,International Aviation,0.17928
01/05/2022,United States,Power,3.07383
01/05/2022,United States,Residential,2.60924
02/05/2022,United States,Domestic Aviation,0.402757
02/05/2022,United States,Ground Transport,3.73716
02/05/2022,United States,Industry,2.18135
02/05/2022,United States,International Aviation,0.188245
02/05/2022,United States,Power,3.04041
02/05/2022,United States,Residential,2.81725
03/05/2022,United States,Domestic Aviation,0.432864
03/05/2022,United States,Ground Transport,4.6307
03/05/2022,United States,Industry,2.52529
03/05/2022,United States,International Aviation,0.17716
03/05/2022,United States,Power,3.5198
03/05/2022,United States,Residential,2.8939
04/05/2022,United States,Domestic Aviation,0.432261
04/05/2022,United States,Ground Transport,4.8635
04/05/2022,United States,Industry,2.66941
04/05/2022,United States,International Aviation,0.17514
04/05/2022,United States,Power,3.72068
04/05/2022,United States,Residential,2.99084
05/05/2022,United States,Domestic Aviation,0.442351
05/05/2022,United States,Ground Transport,4.90776
05/05/2022,United States,Industry,2.78765
05/05/2022,United States,International Aviation,0.183473
05/05/2022,United States,Power,3.88548
05/05/2022,United States,Residential,2.31444
06/05/2022,United States,Domestic Aviation,0.448632
06/05/2022,United States,Ground Transport,4.91949
06/05/2022,United States,Industry,2.75906
06/05/2022,United States,International Aviation,0.179155
06/05/2022,United States,Power,3.84563
06/05/2022,United States,Residential,2.1963
07/05/2022,United States,Domestic Aviation,0.399312
07/05/2022,United States,Ground Transport,3.8605
07/05/2022,United States,Industry,2.65296
07/05/2022,United States,International Aviation,0.182195
07/05/2022,United States,Power,3.69775
07/05/2022,United States,Residential,2.71629
08/05/2022,United States,Domestic Aviation,0.375204
08/05/2022,United States,Ground Transport,3.9208
08/05/2022,United States,Industry,2.22417
08/05/2022,United States,International Aviation,0.17737
08/05/2022,United States,Power,3.10009
08/05/2022,United States,Residential,3.40455
09/05/2022,United States,Domestic Aviation,0.408211
09/05/2022,United States,Ground Transport,3.73716
09/05/2022,United States,Industry,2.23582
09/05/2022,United States,International Aviation,0.188359
09/05/2022,United States,Power,3.11633
09/05/2022,United States,Residential,2.58034
10/05/2022,United States,Domestic Aviation,0.439526
10/05/2022,United States,Ground Transport,4.6307
